,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47
72646,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1516259,0,1,0,4,1,2,4,0,0,1,4,1,4,1,1,2,1,0,2,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1,1,1,0,1,0,1,2,0,0,0,0,0,0
274118,0,0,3,9,6,9,3,2,2,8,7,8,5,2,7,4,3,9,3,0,0,1,0,0,0,0,1,2,3,1,1,6,2,4,3,5,1,0,5,7,2,3,2,0,0,0,0,0
330252,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
284257,0,0,0,2,0,0,0,0,0,1,0,0,1,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,1,0,1,1,0,0,1,0,0,0,0,0
122932,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
285028,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
241204,0,0,0,2,15,16,6,8,2,7,11,2,13,2,7,7,2,7,6,3,0,0,0,0,0,0,0,1,2,0,4,1,1,4,7,2,3,9,5,1,1,2,1,0,0,0,0,0
52400,0,0,0,0,3,0,2,0,1,1,0,1,0,0,2,2,1,1,1,2,2,1,0,1,0,0,0,0,0,0,2,0,0,1,0,0,0,1,1,0,0,1,0,0,0,1,0,0
64518,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,3,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0
1805334,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,3,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
139693,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0
1346522,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0
733497,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,3,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0
965489,0,0,0,0,1,1,1,0,0,0,0,0,0,0,2,1,0,4,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,2,0,0,0,0,0
1128676,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,3,0,0,1,1,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0
1116495,0,0,0,0,0,1,0,1,0,0,0,0,1,1,2,0,0,2,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1025003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,0,4,1,3,1,0,1,0,1,0,0,0,0,0,0,0,1,1,1,0,0,0,2,0,0,3,1,1,1,1,1,1
414407,0,0,0,0,0,1,0,0,2,0,1,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0
259919,1,3,13,19,18,22,33,22,28,19,19,21,25,40,40,34,43,38,19,21,8,6,2,1,0,1,2,2,9,17,6,16,10,16,9,12,4,20,9,13,6,10,4,1,4,1,0,0
315990,0,0,0,0,0,0,0,0,4,9,9,0,0,1,2,10,6,13,12,13,10,4,0,0,0,0,0,0,0,0,0,0,0,2,1,2,1,3,2,2,1,4,7,4,5,4,0,0
95526,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
74015,0,0,2,5,25,90,51,126,104,50,54,44,35,47,37,23,30,23,14,5,1,1,1,1,0,0,0,0,11,12,29,42,38,39,23,16,13,11,14,17,12,6,5,0,0,0,0,0
371256,0,0,0,0,0,0,0,0,0,6,8,11,8,2,4,1,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,7,5,4,1,3,1,0,0,0,0,0,0,0
176203,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0
906151,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
6450807,0,0,0,0,0,1,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
956713,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,3,1,0,0,0,0,0,0
521155,0,0,0,0,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0
462945,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0
65993,0,0,0,0,3,9,1,2,2,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,2,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0
86196,1,0,0,1,1,3,0,1,1,0,0,1,0,1,3,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,2,1,1,1,1,0,0,1,1,0,0,0,0
3547205,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0
236959,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
236952,1,0,0,0,0,1,0,0,3,1,0,0,0,0,1,3,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
236972,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
309449,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
611974,0,0,0,0,2,4,2,0,0,0,0,0,1,1,3,3,3,2,2,2,0,0,1,0,0,0,0,0,1,0,0,1,0,2,3,4,0,0,0,0,1,1,0,0,0,0,0,0
42373,0,0,0,0,0,0,1,3,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,3,0,3,1,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0
559049,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
370301,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
862577,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,2,1,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
940613,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0
369565,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
54525,0,0,0,0,0,0,1,0,0,2,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1193102,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
106555,0,0,1,2,3,7,21,23,28,36,44,42,29,43,38,30,28,20,14,2,2,0,0,0,0,0,0,0,2,4,8,10,9,14,15,12,13,25,14,7,9,6,1,2,1,1,0,0
13843,0,0,0,3,5,18,18,12,24,30,37,43,24,36,29,35,41,34,22,6,1,2,0,0,2,0,0,0,1,1,6,8,14,21,29,21,35,30,24,13,18,9,10,2,0,0,1,0
57911,0,0,0,0,0,1,0,1,0,0,1,1,0,1,1,0,1,1,3,1,0,2,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0
60903,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
119735,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
119733,0,0,0,0,1,0,0,0,1,0,0,1,2,0,1,0,1,0,1,0,0,4,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
482952,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5645394,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
4380014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
57961,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0
54439,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0
107118,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,3,0,3,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,1,0,1
107117,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1
57963,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,1,0,1
57965,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
878880,0,0,0,0,0,0,1,0,0,0,1,0,2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0
831786,0,0,0,0,0,0,0,0,1,0,2,1,2,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
865179,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
59984,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0
813007,0,0,0,0,1,3,0,1,2,3,1,0,3,2,2,3,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,1,0,0,0,0,0,0,0
60743,0,0,0,0,1,0,3,3,1,7,7,10,5,9,3,5,5,5,7,2,1,0,0,0,0,0,0,0,0,2,5,2,3,3,2,6,2,2,6,4,7,5,2,1,0,2,0,0
75337,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
40513,0,0,0,1,3,4,0,1,0,0,0,0,0,1,4,3,2,1,1,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,1,0,0,2,1,0,1,0,0,0,0
409796,0,0,0,0,0,0,0,1,1,1,0,1,0,0,1,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,2,0,1,1,0,0,0,1,0,0,0,0
181568,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
232440,0,0,0,0,0,0,0,0,1,0,1,1,0,1,4,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0
44372,0,0,0,0,0,0,0,0,0,0,0,3,5,1,1,2,2,0,0,2,1,1,2,4,0,0,0,0,0,0,0,0,1,0,4,4,2,1,0,3,1,0,1,1,2,0,0,0
309446,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
236927,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
48260,0,0,0,0,3,0,0,0,1,1,1,1,1,0,0,1,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0
863394,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0
50350,0,0,0,1,0,1,1,0,0,1,0,0,0,2,0,2,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0
123023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
119341,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,2,2,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0
609523,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
340751,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
107091,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,3,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
1005903,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,1,1,1,0,3,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,0,0,2,0,1,0,0,0,0
616837,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0
1015344,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,0,0,0,0,0,0
54431,0,0,0,0,0,1,1,0,0,0,1,1,1,1,3,0,0,0,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1553930,0,0,0,0,1,1,0,0,0,1,0,0,1,0,6,1,3,8,1,3,2,0,0,0,0,0,0,0,0,1,2,2,1,2,1,0,0,0,2,0,2,2,0,1,0,0,1,1
51751,0,0,0,0,1,1,2,0,0,0,0,0,0,0,0,1,5,2,6,2,5,0,2,3,0,0,0,0,0,1,1,0,0,0,0,2,2,0,2,0,0,0,1,3,3,0,0,0
443271,0,0,0,2,0,0,0,0,1,0,0,2,0,0,0,1,3,1,2,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,0,0,0,1,0
76376,0,0,0,0,1,0,0,1,2,0,1,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
616669,0,0,0,0,2,65,39,10,11,6,29,24,12,16,10,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
369604,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
45961,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,2,5,3,3,4,6,0,2,3,0,0,0,0,0,0,1,0,1,0,0,2,1,0,1,0,0,1,1,1,3,0,0,0
54991,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
50332,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
75424,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0
113898,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1041858,0,0,0,0,0,0,0,0,0,1,0,0,1,0,2,2,1,2,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,0,0,0,0,0,2,4,0,0,0,0,0
2642994,0,0,0,0,0,4,3,3,3,1,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,1,0,0,0,0,0
142758,0,0,0,0,0,2,1,0,0,1,0,0,3,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
41314,0,0,0,0,0,3,7,2,3,5,6,6,5,6,3,2,7,3,4,1,0,1,0,0,0,0,0,0,0,1,0,1,1,0,0,2,0,0,1,5,0,0,1,0,1,0,0,0
6609387,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,1,0,1,0,0,0,1,0,0,0,0,0
324459,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,1,1,0,0,0,0,0
1300182,0,0,0,0,0,0,0,1,5,2,2,0,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
79847,0,0,0,4,6,0,0,0,1,0,2,2,0,2,0,0,4,2,1,0,2,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,1,1,0,2,0,0,1,0,0,0,0,0
2282094,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1240403,0,0,0,0,1,3,5,4,3,3,2,1,0,0,2,2,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,1,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0
95546,0,0,0,1,0,2,1,2,9,11,11,9,7,8,18,12,26,15,16,14,4,2,0,0,0,0,0,0,0,1,1,0,1,5,1,5,6,5,3,7,12,5,4,8,4,1,1,0
739058,0,0,0,0,0,1,2,0,0,0,0,0,1,0,1,2,2,5,7,3,1,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,2,0,2,0,0,1,1,0,1,1,0,0
733507,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
1165937,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,4,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
78992,0,0,0,0,0,2,0,1,1,2,5,4,5,4,6,5,5,6,2,1,0,0,0,0,0,0,0,0,0,0,1,0,2,1,1,2,1,3,2,1,2,1,1,1,0,0,0,0
111478,0,0,0,0,0,0,2,0,0,1,2,1,1,1,2,2,0,2,0,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,1,0,0,0
796793,0,0,0,0,3,5,1,0,0,0,0,0,1,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
51641,0,0,0,0,0,0,0,0,4,2,3,4,8,3,4,4,4,8,3,2,0,0,0,0,0,0,0,0,0,0,0,0,2,0,3,2,1,1,4,4,0,1,1,0,0,0,0,0
242586,0,0,0,1,8,5,3,22,20,26,23,21,13,17,9,11,5,9,4,5,1,0,0,0,0,1,0,0,2,3,5,7,5,8,8,12,13,11,8,10,5,3,1,0,0,0,0,0
157909,0,0,0,0,0,0,5,3,2,1,2,2,3,1,1,6,1,2,2,1,0,0,0,1,0,0,0,0,0,0,0,0,3,1,0,0,2,0,2,1,0,0,0,0,0,0,0,0
104828,0,1,0,1,8,7,10,19,13,13,13,14,6,9,10,12,13,8,3,8,1,0,0,0,0,0,0,0,2,2,4,10,8,7,3,10,12,15,5,5,4,0,1,0,0,0,0,0
61123,0,0,0,0,1,1,5,14,12,7,13,16,13,5,5,5,1,5,2,0,0,0,0,0,0,0,0,0,0,1,4,2,6,8,9,2,4,2,2,1,1,0,0,0,0,0,0,0
41524,0,1,0,3,15,74,43,80,57,19,31,33,41,28,25,19,29,31,9,8,0,0,0,1,0,0,0,0,14,8,26,43,36,25,11,20,19,19,16,15,12,5,6,1,0,0,0,0
177763,0,0,0,0,0,0,1,2,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
310438,0,0,0,0,0,0,0,0,0,3,1,0,0,1,1,0,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,2,1,0,0,0,0,0,0
499512,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
455670,0,0,0,0,0,2,0,2,3,0,0,1,3,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1504079,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,2,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
